"","code_insee","code_pat"
"24772","63440","46"
"24773","63441","43"
"24774","63442","43"
"24774.1","63442","44"
"24775","63443","43"
"24776","63444","44"
"24779","63447","45"
"24780","63448","43"
"24780.1","63448","44"
"24781","63449","46"
"24782","63450","45"
"24784","63452","44"
"24786","63454","43"
"24787","63455","43"
"24788","63456","44"
"24789","63457","43"
"24790","63458","44"
"24792","63460","45"
"24793","63461","43"
"24794","63462","45"
"24795","63463","43"
"24796","63464","45"
"24797","63465","43"
"24798","63466","44"
"24799","63467","45"
"24800","63468","43"
"24801","63469","43"
"24802","63470","43"
"24803","63471","45"
"24804","63472","43"
"24805","63473","45"
"26926","69001","51"
"26926.1","69001","53"
"26927","69002","49"
"26927.1","69002","51"
"26928","69003","47"
"26929","69004","51"
"26929.1","69004","52"
"26930","69005","51"
"26930.1","69005","52"
"26931","69006","51"
"26931.1","69006","53"
"26932","69007","51"
"26933","69008","51"
"26933.1","69008","53"
"26934","69009","51"
"26934.1","69009","52"
"26935","69010","48"
"26935.1","69010","51"
"26936","69012","49"
"26936.1","69012","51"
"26937","69013","51"
"26938","69014","50"
"26938.1","69014","51"
"26939","69016","49"
"26939.1","69016","51"
"26940","69017","51"
"26940.1","69017","52"
"26941","69018","49"
"26941.1","69018","51"
"26942","69019","49"
"26942.1","69019","51"
"26943","69020","48"
"26943.1","69020","51"
"26943.2","69020","52"
"26944","69021","48"
"26944.1","69021","51"
"26945","69022","48"
"26945.1","69022","51"
"26946","69023","51"
"26947","69024","51"
"26947.1","69024","52"
"26948","69026","51"
"26948.1","69026","52"
"26949","69027","48"
"26949.1","69027","51"
"26950","69028","48"
"26950.1","69028","51"
"26951","69029","47"
"26952","69030","50"
"26952.1","69030","51"
"26953","69031","50"
"26953.1","69031","51"
"26954","69032","48"
"26954.1","69032","51"
"26955","69033","47"
"26956","69034","47"
"26957","69035","49"
"26957.1","69035","51"
"26958","69036","49"
"26958.1","69036","51"
"26959","69037","51"
"26959.1","69037","53"
"26960","69038","50"
"26960.1","69038","51"
"26961","69039","51"
"26961.1","69039","52"
"26962","69040","47"
"26963","69042","50"
"26963.1","69042","51"
"26964","69043","48"
"26964.1","69043","51"
"26965","69044","47"
"26966","69045","49"
"26966.1","69045","51"
"26967","69046","47"
"26968","69047","51"
"26968.1","69047","52"
"26969","69049","51"
"26969.1","69049","52"
"26970","69050","51"
"26970.1","69050","52"
"26971","69051","48"
"26971.1","69051","51"
"26972","69052","51"
"26972.1","69052","52"
"26973","69053","49"
"26973.1","69053","51"
"26974","69054","51"
"26974.1","69054","53"
"26975","69055","51"
"26975.1","69055","52"
"26976","69056","51"
"26976.1","69056","52"
"26977","69057","48"
"26977.1","69057","51"
"26978","69058","49"
"26978.1","69058","51"
"26979","69059","51"
"26979.1","69059","52"
"26980","69060","51"
"26980.1","69060","53"
"26981","69061","51"
"26982","69062","50"
"26982.1","69062","51"
"26983","69063","47"
"26984","69064","51"
"26985","69065","49"
"26985.1","69065","51"
"26986","69066","51"
"26986.1","69066","53"
"26987","69067","48"
"26987.1","69067","51"
"26988","69068","47"
"26989","69069","47"
"26990","69070","51"
"26990.1","69070","53"
"26991","69071","47"
"26992","69072","47"
"26993","69074","51"
"26994","69075","51"
"26994.1","69075","53"
"26995","69076","48"
"26995.1","69076","51"
"26996","69077","49"
"26996.1","69077","51"
"26997","69078","50"
"26997.1","69078","51"
"26998","69080","51"
"26999","69081","47"
"27000","69082","49"
"27000.1","69082","51"
"27001","69083","48"
"27001.1","69083","51"
"27002","69084","49"
"27002.1","69084","51"
"27003","69085","47"
"27004","69086","48"
"27004.1","69086","51"
"27005","69087","47"
"27006","69088","47"
"27007","69089","47"
"27008","69090","51"
"27008.1","69090","52"
"27009","69091","47"
"27010","69092","51"
"27011","69093","51"
"27011.1","69093","53"
"27012","69094","48"
"27012.1","69094","51"
"27013","69095","50"
"27013.1","69095","51"
"27014","69096","47"
"27015","69097","51"
"27016","69098","50"
"27016.1","69098","51"
"27017","69099","50"
"27017.1","69099","51"
"27018","69100","47"
"27019","69102","51"
"27019.1","69102","53"
"27020","69103","49"
"27020.1","69103","51"
"27021","69104","49"
"27021.1","69104","51"
"27022","69105","51"
"27023","69106","51"
"27023.1","69106","52"
"27024","69107","51"
"27024.1","69107","53"
"27025","69108","49"
"27025.1","69108","51"
"27026","69109","49"
"27026.1","69109","51"
"27027","69110","50"
"27027.1","69110","51"
"27028","69111","51"
"27028.1","69111","52"
"27029","69112","48"
"27029.1","69112","51"
"27030","69113","51"
"27030.1","69113","52"
"27031","69114","51"
"27031.1","69114","52"
"27032","69115","51"
"27033","69116","47"
"27034","69117","47"
"27035","69118","51"
"27036","69119","51"
"27037","69120","50"
"27037.1","69120","51"
"27038","69121","51"
"27038.1","69121","52"
"27039","69122","51"
"27039.1","69122","52"
"27040","69123","47"
"27041","69124","49"
"27041.1","69124","51"
"27042","69125","51"
"27042.1","69125","52"
"27043","69126","51"
"27043.1","69126","52"
"27044","69127","47"
"27045","69130","51"
"27045.1","69130","53"
"27046","69131","48"
"27046.1","69131","51"
"27047","69132","50"
"27047.1","69132","51"
"27048","69133","48"
"27048.1","69133","51"
"27049","69134","51"
"27049.1","69134","52"
"27050","69135","49"
"27050.1","69135","51"
"27051","69136","48"
"27051.1","69136","51"
"27052","69137","51"
"27053","69138","50"
"27053.1","69138","51"
"27054","69139","50"
"27054.1","69139","51"
"27055","69140","51"
"27055.1","69140","52"
"27056","69141","48"
"27056.1","69141","51"
"27057","69142","47"
"27058","69143","47"
"27059","69145","49"
"27059.1","69145","51"
"27060","69148","48"
"27060.1","69148","51"
"27061","69149","47"
"27062","69151","51"
"27063","69153","47"
"27064","69154","48"
"27064.1","69154","51"
"27065","69155","50"
"27065.1","69155","51"
"27066","69156","51"
"27066.1","69156","52"
"27067","69157","51"
"27067.1","69157","53"
"27068","69160","51"
"27068.1","69160","53"
"27069","69161","49"
"27069.1","69161","51"
"27070","69162","49"
"27070.1","69162","51"
"27071","69163","47"
"27072","69164","51"
"27072.1","69164","53"
"27073","69165","49"
"27073.1","69165","51"
"27074","69166","48"
"27074.1","69166","51"
"27075","69167","51"
"27076","69168","47"
"27077","69169","51"
"27077.1","69169","53"
"27078","69170","48"
"27078.1","69170","51"
"27079","69171","48"
"27079.1","69171","51"
"27080","69172","51"
"27081","69173","48"
"27081.1","69173","51"
"27082","69174","51"
"27082.1","69174","53"
"27083","69175","48"
"27083.1","69175","51"
"27084","69176","48"
"27084.1","69176","51"
"27085","69177","48"
"27085.1","69177","51"
"27086","69178","50"
"27086.1","69178","51"
"27087","69179","48"
"27087.1","69179","51"
"27088","69180","48"
"27088.1","69180","51"
"27089","69181","51"
"27089.1","69181","53"
"27090","69182","49"
"27090.1","69182","51"
"27091","69183","51"
"27091.1","69183","53"
"27092","69184","50"
"27092.1","69184","51"
"27093","69186","49"
"27093.1","69186","51"
"27094","69187","50"
"27094.1","69187","51"
"27095","69188","51"
"27095.1","69188","53"
"27096","69189","51"
"27097","69190","48"
"27097.1","69190","51"
"27098","69191","47"
"27099","69192","51"
"27100","69193","51"
"27101","69194","47"
"27102","69196","49"
"27102.1","69196","51"
"27103","69197","51"
"27104","69198","49"
"27104.1","69198","51"
"27105","69199","47"
"27106","69200","51"
"27106.1","69200","53"
"27107","69201","50"
"27107.1","69201","51"
"27108","69202","47"
"27109","69203","50"
"27109.1","69203","51"
"27110","69204","47"
"27111","69205","47"
"27112","69206","49"
"27112.1","69206","51"
"27113","69207","47"
"27114","69208","48"
"27114.1","69208","51"
"27115","69209","49"
"27115.1","69209","51"
"27116","69212","51"
"27116.1","69212","52"
"27117","69214","51"
"27117.1","69214","53"
"27118","69215","51"
"27119","69216","48"
"27119.1","69216","51"
"27120","69217","51"
"27120.1","69217","53"
"27121","69218","49"
"27121.1","69218","51"
"27122","69219","48"
"27122.1","69219","51"
"27123","69220","50"
"27123.1","69220","51"
"27124","69225","51"
"27124.1","69225","53"
"27125","69227","50"
"27125.1","69227","51"
"27126","69228","48"
"27126.1","69228","51"
"27127","69229","51"
"27127.1","69229","53"
"27128","69230","51"
"27128.1","69230","52"
"27129","69231","48"
"27129.1","69231","51"
"27130","69233","47"
"27131","69234","51"
"27131.1","69234","53"
"27132","69235","51"
"27133","69236","51"
"27134","69238","50"
"27134.1","69238","51"
"27135","69239","51"
"27135.1","69239","52"
"27136","69240","51"
"27136.1","69240","53"
"27137","69241","48"
"27137.1","69241","51"
"27138","69242","49"
"27138.1","69242","51"
"27139","69243","51"
"27139.1","69243","53"
"27140","69244","47"
"27141","69245","51"
"27141.1","69245","52"
"27142","69246","51"
"27142.1","69246","52"
"27143","69248","51"
"27143.1","69248","53"
"27144","69249","48"
"27144.1","69249","51"
"27145","69250","47"
"27146","69252","51"
"27147","69253","51"
"27148","69254","51"
"27148.1","69254","53"
"27149","69255","48"
"27149.1","69255","51"
"27150","69256","47"
"27151","69257","51"
"27152","69258","49"
"27152.1","69258","51"
"27153","69259","47"
"27154","69260","47"
"27155","69261","49"
"27155.1","69261","51"
"27156","69263","50"
"27156.1","69263","51"
"27157","69264","51"
"27158","69265","51"
"27159","69266","47"
"27160","69267","49"
"27160.1","69267","51"
"27161","69268","48"
"27161.1","69268","51"
"27162","69269","48"
"27162.1","69269","51"
"27163","69270","51"
"27164","69271","47"
"27165","69272","51"
"27166","69273","47"
"27167","69275","47"
"27168","69276","47"
"27169","69277","51"
"27170","69278","47"
"27171","69279","47"
"27172","69280","51"
"27173","69281","51"
"27174","69282","47"
"27175","69283","47"
"27176","69284","47"
"27177","69285","51"
"27178","69286","47"
"27179","69287","51"
"27180","69288","51"
"27181","69289","51"
"27182","69290","47"
"27183","69291","51"
"27184","69292","47"
"27185","69293","47"
"27186","69294","51"
"27187","69295","51"
"27188","69296","47"
"27189","69297","51"
"27190","69298","51"
"27191","69299","51"
"28643","73001","55"
"28644","73003","55"
"28645","73004","55"
"28646","73005","55"
"28647","73006","55"
"28648","73007","55"
"28649","73008","54"
"28649.1","73008","55"
"28650","73010","54"
"28650.1","73010","55"
"28651","73011","55"
"28651.1","73011","56"
"28652","73012","55"
"28653","73013","55"
"28654","73014","55"
"28654.1","73014","56"
"28655","73015","55"
"28656","73017","31"
"28656.1","73017","55"
"28656.2","73017","57"
"28657","73018","55"
"28657.1","73018","57"
"28658","73019","55"
"28659","73020","55"
"28660","73021","55"
"28660.1","73021","57"
"28661","73022","31"
"28661.1","73022","55"
"28662","73023","55"
"28663","73024","55"
"28664","73025","55"
"28665","73026","55"
"28666","73027","55"
"28667","73028","55"
"28668","73029","55"
"28669","73030","55"
"28670","73031","55"
"28671","73032","55"
"28671.1","73032","56"
"28672","73033","31"
"28672.1","73033","55"
"28673","73034","55"
"28673.1","73034","56"
"28674","73036","55"
"28675","73039","55"
"28676","73040","55"
"28677","73041","55"
"28677.1","73041","57"
"28678","73042","55"
"28679","73043","54"
"28679.1","73043","55"
"28680","73047","55"
"28681","73048","55"
"28681.1","73048","56"
"28682","73049","55"
"28683","73050","54"
"28683.1","73050","55"
"28684","73051","54"
"28684.1","73051","55"
"28685","73052","55"
"28685.1","73052","57"
"28686","73053","55"
"28686.1","73053","57"
"28687","73054","55"
"28688","73055","55"
"28689","73057","55"
"28690","73058","55"
"28691","73059","54"
"28691.1","73059","55"
"28692","73061","55"
"28692.1","73061","56"
"28693","73063","55"
"28693.1","73063","56"
"28694","73064","55"
"28695","73065","55"
"28696","73067","55"
"28697","73068","55"
"28697.1","73068","57"
"28698","73069","55"
"28698.1","73069","57"
"28699","73070","55"
"28700","73071","55"
"28701","73072","55"
"28701.1","73072","57"
"28702","73073","54"
"28702.1","73073","55"
"28703","73074","55"
"28704","73075","55"
"28704.1","73075","57"
"28705","73076","54"
"28705.1","73076","55"
"28706","73077","55"
"28707","73078","55"
"28708","73079","55"
"28708.1","73079","57"
"28709","73081","55"
"28710","73082","55"
"28710.1","73082","57"
"28711","73083","55"
"28712","73084","55"
"28712.1","73084","57"
"28713","73085","54"
"28713.1","73085","55"
"28714","73086","55"
"28714.1","73086","56"
"28715","73087","31"
"28715.1","73087","55"
"28716","73088","55"
"28716.1","73088","56"
"28717","73089","55"
"28717.1","73089","57"
"28718","73090","55"
"28719","73091","54"
"28719.1","73091","55"
"28720","73092","31"
"28720.1","73092","55"
"28721","73094","55"
"28721.1","73094","56"
"28722","73095","55"
"28722.1","73095","57"
"28723","73096","55"
"28723.1","73096","57"
"28724","73097","55"
"28725","73098","55"
"28726","73099","55"
"28726.1","73099","57"
"28727","73100","55"
"28728","73101","55"
"28729","73103","54"
"28729.1","73103","55"
"28730","73104","55"
"28731","73105","31"
"28731.1","73105","55"
"28732","73106","55"
"28733","73107","31"
"28733.1","73107","55"
"28734","73109","55"
"28735","73110","55"
"28735.1","73110","56"
"28736","73113","55"
"28737","73114","55"
"28737.1","73114","56"
"28738","73116","55"
"28739","73117","55"
"28740","73119","55"
"28741","73120","55"
"28741.1","73120","57"
"28742","73121","55"
"28742.1","73121","56"
"28743","73122","55"
"28744","73123","55"
"28744.1","73123","56"
"28745","73124","55"
"28745.1","73124","56"
"28746","73128","54"
"28746.1","73128","55"
"28747","73129","55"
"28747.1","73129","56"
"28748","73130","55"
"28748.1","73130","56"
"28749","73131","55"
"28750","73132","55"
"28750.1","73132","56"
"28751","73133","55"
"28751.1","73133","57"
"28752","73135","55"
"28753","73137","55"
"28754","73138","55"
"28755","73139","55"
"28756","73140","55"
"28757","73141","55"
"28757.1","73141","57"
"28758","73142","55"
"28759","73145","55"
"28760","73146","55"
"28761","73147","55"
"28762","73149","55"
"28763","73150","55"
"28764","73151","31"
"28764.1","73151","55"
"28764.2","73151","57"
"28765","73152","55"
"28766","73153","55"
"28766.1","73153","56"
"28767","73154","55"
"28767.1","73154","56"
"28768","73155","54"
"28768.1","73155","55"
"28769","73156","55"
"28770","73157","55"
"28771","73159","55"
"28771.1","73159","57"
"28772","73160","31"
"28772.1","73160","55"
"28773","73161","55"
"28774","73162","55"
"28774.1","73162","56"
"28775","73164","54"
"28775.1","73164","55"
"28776","73166","55"
"28776.1","73166","57"
"28777","73168","55"
"28778","73170","55"
"28778.1","73170","56"
"28779","73171","55"
"28779.1","73171","57"
"28780","73173","55"
"28781","73175","55"
"28782","73176","55"
"28783","73177","55"
"28784","73178","55"
"28785","73179","55"
"28786","73180","54"
"28786.1","73180","55"
"28787","73181","55"
"28788","73182","54"
"28788.1","73182","55"
"28789","73183","31"
"28789.1","73183","55"
"28789.2","73183","57"
"28790","73184","55"
"28791","73186","55"
"28791.1","73186","56"
"28792","73187","55"
"28793","73188","55"
"28793.1","73188","56"
"28794","73189","55"
"28795","73190","55"
"28796","73191","55"
"28797","73192","55"
"28798","73193","54"
"28798.1","73193","55"
"28799","73194","55"
"28800","73196","55"
"28800.1","73196","56"
"28801","73197","55"
"28802","73200","55"
"28802.1","73200","57"
"28803","73201","55"
"28804","73202","55"
"28804.1","73202","56"
"28805","73204","55"
"28806","73205","55"
"28806.1","73205","57"
"28807","73206","55"
"28808","73207","55"
"28808.1","73207","57"
"28809","73208","54"
"28809.1","73208","55"
"28810","73210","55"
"28811","73211","55"
"28811.1","73211","56"
"28812","73212","55"
"28813","73213","55"
"28814","73214","55"
"28815","73215","55"
"28815.1","73215","57"
"28816","73216","55"
"28816.1","73216","56"
"28817","73217","55"
"28817.1","73217","57"
"28818","73218","54"
"28818.1","73218","55"
"28819","73219","55"
"28820","73220","55"
"28821","73221","55"
"28822","73222","55"
"28823","73223","55"
"28824","73224","55"
"28825","73225","31"
"28825.1","73225","55"
"28826","73226","55"
"28827","73227","55"
"28828","73228","31"
"28828.1","73228","55"
"28829","73229","31"
"28829.1","73229","55"
"28830","73230","55"
"28831","73231","55"
"28832","73232","55"
"28833","73233","31"
"28833.1","73233","55"
"28834","73234","55"
"28835","73235","55"
"28836","73236","55"
"28837","73237","55"
"28838","73240","55"
"28838.1","73240","57"
"28839","73241","55"
"28839.1","73241","56"
"28841","73243","55"
"28842","73245","55"
"28843","73246","31"
"28843.1","73246","55"
"28844","73247","55"
"28844.1","73247","57"
"28845","73248","55"
"28846","73249","55"
"28847","73250","55"
"28848","73252","55"
"28849","73253","55"
"28850","73254","55"
"28851","73255","55"
"28852","73256","55"
"28853","73257","55"
"28854","73258","55"
"28855","73259","55"
"28856","73261","55"
"28857","73262","55"
"28857.1","73262","56"
"28858","73263","54"
"28858.1","73263","55"
"28859","73265","54"
"28859.1","73265","55"
"28860","73267","55"
"28861","73268","55"
"28861.1","73268","56"
"28862","73269","55"
"28863","73270","55"
"28863.1","73270","57"
"28864","73271","55"
"28865","73272","55"
"28866","73273","54"
"28866.1","73273","55"
"28867","73274","31"
"28867.1","73274","55"
"28868","73275","31"
"28868.1","73275","55"
"28869","73276","55"
"28869.1","73276","57"
"28870","73277","55"
"28871","73278","55"
"28872","73280","55"
"28873","73281","55"
"28874","73282","31"
"28874.1","73282","55"
"28875","73283","55"
"28875.1","73283","56"
"28876","73284","55"
"28877","73285","55"
"28878","73286","54"
"28878.1","73286","55"
"28879","73288","55"
"28880","73289","55"
"28880.1","73289","57"
"28881","73290","55"
"28882","73292","55"
"28882.1","73292","56"
"28883","73293","55"
"28884","73294","55"
"28885","73296","55"
"28886","73297","55"
"28886.1","73297","56"
"28887","73298","55"
"28887.1","73298","56"
"28888","73299","55"
"28889","73300","54"
"28889.1","73300","55"
"28890","73301","54"
"28890.1","73301","55"
"28891","73302","55"
"28891.1","73302","57"
"28892","73303","55"
"28892.1","73303","56"
"28893","73304","55"
"28894","73306","55"
"28895","73307","55"
"28896","73308","55"
"28896.1","73308","56"
"28897","73309","55"
"28898","73310","55"
"28899","73311","55"
"28899.1","73311","57"
"28900","73312","55"
"28900.1","73312","56"
"28901","73313","55"
"28902","73314","55"
"28902.1","73314","57"
"28903","73315","55"
"28903.1","73315","57"
"28904","73316","55"
"28904.1","73316","57"
"28905","73317","55"
"28905.1","73317","56"
"28906","73318","55"
"28907","73320","55"
"28908","73322","55"
"28909","73323","55"
"28910","73324","55"
"28910.1","73324","57"
"28911","73326","31"
"28911.1","73326","55"
"28912","73327","54"
"28912.1","73327","55"
"28913","73328","54"
"28913.1","73328","55"
"28914","73329","54"
"28914.1","73329","55"
"28915","73330","55"
"28917","74002","59"
"28919","74004","59"
"28920","74005","58"
"28922","74007","60"
"28923","74008","63"
"28925","74010","59"
"28926","74012","63"
"28927","74013","58"
"28928","74014","64"
"28930","74016","61"
"28931","74018","60"
"28932","74019","59"
"28933","74020","58"
"28935","74024","62"
"28936","74025","58"
"28941","74031","61"
"28946","74036","59"
"28949","74040","63"
"28951","74042","62"
"28952","74043","58"
"28953","74044","61"
"28956","74048","58"
"28957","74049","62"
"28961","74053","58"
"28962","74054","59"
"28967","74059","60"
"28968","74060","59"
"28969","74061","59"
"28970","74062","59"
"28972","74064","64"
"28975","74067","59"
"28977","74069","61"
"28978","74070","58"
"28982","74074","61"
"28989","74081","64"
"28990","74082","61"
"28994","74087","62"
"28997","74090","60"
"28999","74094","63"
"29002","74097","59"
"29006","74101","61"
"29010","74105","58"
"29011","74106","58"
"29013","74108","59"
"29015","74111","59"
"29016","74112","59"
"29018","74116","60"
"29020","74118","63"
"29022","74121","58"
"29025","74124","61"
"29026","74126","58"
"29032","74133","63"
"29036","74137","59"
"29037","74138","59"
"29041","74142","59"
"29043","74144","61"
"29044","74145","63"
"29047","74148","59"
"29048","74150","58"
"29051","74153","63"
"29054","74156","58"
"29055","74157","58"
"29056","74158","63"
"29057","74159","64"
"29061","74163","58"
"29062","74164","62"
"29067","74169","64"
"29069","74171","58"
"29074","74176","59"
"29078","74180","58"
"29079","74183","64"
"29082","74186","59"
"29084","74189","64"
"29085","74190","64"
"29089","74194","59"
"29091","74196","64"
"29093","74198","59"
"29094","74199","58"
"29096","74201","61"
"29100","74206","58"
"29103","74210","58"
"29105","74212","62"
"29106","74213","59"
"29108","74216","61"
"29110","74219","59"
"29112","74221","64"
"29114","74223","64"
"29115","74224","60"
"29119","74229","63"
"29121","74232","59"
"29122","74233","59"
"29131","74242","59"
"29132","74243","61"
"29133","74244","60"
"29135","74250","60"
"29136","74252","64"
"29137","74253","60"
"29138","74254","59"
"29142","74258","64"
"29144","74260","61"
"29147","74263","58"
"29148","74264","64"
"29151","74267","59"
"29155","74273","64"
"29156","74275","59"
"29157","74276","64"
"29158","74278","64"
"29161","74281","58"
"29162","74282","59"
"29168","74288","61"
"29173","74293","58"
"29174","74294","64"
"29176","74296","61"
"29178","74298","63"
"29179","74299","59"
"29182","74303","59"
"29184","74305","63"
"29188","74309","61"
"29189","74310","59"
"29191","74312","62"
"29193","74314","61"
"29194","74315","58"
